strains,gene_edit,spawn_type,spawn_weight,substrate_1,substrate_weight_1,substrate_2,substrate_weight_2,substrate_3,substrate_weight_3,substrate_4,substrate_weight_4,additive_1,additive_weight_1,additive_2,additive_weight_2,additive_3,additive_weight_3,water_absorption,bacteria,Temp_Growtent,Humidity_Growtent,Time_Growtent,CO2_conc,Press_type,Temp_Press,Force_Press,Time_Ovendrying,Temp_Ovendrying,Vacc_Overdrying
yyyyyyy,0,Bulgur,60,Biertreber,204.0,Grass,417.0,Straw,218.0,Sawdust,62.0,CaSO4,571.0,CaCO,190.0,cellulose,139.0,0.56,1,20,0.7,15,2000,Hot-Pressed,70,30,17,75,0.057
xxxxx,1,Barley,91,Rapstraw,343.0,Sawdust,63.0,Straw,284.0,Straw,209.0,CaSO4,161.0,CaSO4,343.0,CaSO4,396.0,0.56,1,27,0.7,8,500,Hot-Pressed,80,20,65,70,0.027
zzzzzzzz,0,Barley,60,Rapstraw,41.0,Biertreber,274.0,Vegiplants,369.0,Sawdust,216.0,CaSO4,227.0,CaCO,79.0,cellulose,593.0,0.37,1,22,0.86,15,1500,Cold-Pressed,85,67,29,80,0.075
xxxxx,0,Bulgur,64,Sawdust,278.0,Sawdust,153.0,Sawdust,445.0,Rapstraw,23.0,CaSO4,659.0,cellulose,217.0,CaCO,23.0,0.36,1,27,0.6,9,3000,Hot-Pressed,75,48,29,85,0.049
zzzzzzzz,1,BierTreber,87,Straw,447.0,Vegiplants,307.0,Rapstraw,31.0,Grass,114.0,CaSO4,359.0,CaSO4,258.0,CaCO,283.0,0.51,1,22,0.65,19,1000,Non-Pressed,80,37,5,75,0.052
yyyyyyy,0,Barley,84,Hemp,279.0,Biertreber,63.0,Biertreber,269.0,Rapstraw,288.0,CaCO,252.0,CaCO,298.0,cellulose,351.0,0.56,1,26,0.79,21,1000,Non-Pressed,75,35,41,75,0.096
xxxxx,1,Barley,74,Biertreber,427.0,Hemp,180.0,Sawdust,159.0,Hemp,134.0,CaSO4,250.0,CaSO4,528.0,CaCO,122.0,0.47,0,18,0.65,13,3000,Non-Pressed,75,45,53,70,0.036
xxxxx,1,BierTreber,68,Vegiplants,418.0,Grass,32.0,Hemp,5.0,Straw,445.0,cellulose,96.0,cellulose,336.0,cellulose,469.0,0.6,0,27,0.93,7,1000,Cold-Pressed,70,13,5,80,0.061
yyyyyyy,1,BierTreber,66,Vegiplants,257.0,Vegiplants,237.0,Sawdust,141.0,Sawdust,265.0,CaSO4,337.0,CaCO,368.0,cellulose,195.0,0.41,0,18,0.85,12,4500,Non-Pressed,75,51,17,75,0.058
yyyyyyy,1,Bulgur,72,Straw,200.0,Biertreber,281.0,Straw,157.0,Rapstraw,262.0,CaSO4,491.0,cellulose,232.0,cellulose,177.0,0.48,0,23,0.67,25,1000,Cold-Pressed,85,57,53,70,0.097
zzzzzzzz,1,Barley,84,Sawdust,236.0,Sawdust,320.0,Rapstraw,76.0,Hemp,267.0,cellulose,188.0,CaSO4,292.0,cellulose,419.0,0.44,1,27,0.88,20,2000,Non-Pressed,70,10,41,75,0.012
zzzzzzzz,1,BierTreber,74,Grass,264.0,Biertreber,137.0,Straw,117.0,Straw,382.0,CaCO,314.0,CaSO4,418.0,CaSO4,168.0,0.34,0,28,0.82,9,3500,Non-Pressed,70,14,5,75,0.078
xxxxx,0,BierTreber,58,Straw,352.0,Biertreber,269.0,Straw,161.0,Biertreber,117.0,CaCO,255.0,CaCO,142.0,cellulose,503.0,0.59,0,26,0.62,11,500,Hot-Pressed,85,51,17,70,0.053
yyyyyyy,1,Oatmeal,53,Straw,29.0,Sawdust,335.0,Biertreber,393.0,Vegiplants,144.0,CaSO4,199.0,CaSO4,378.0,cellulose,323.0,0.33,1,24,0.72,21,3500,Non-Pressed,70,33,41,70,0.071
zzzzzzzz,1,Oatmeal,98,Rapstraw,516.0,Vegiplants,10.0,Rapstraw,354.0,Hemp,20.0,CaSO4,71.0,CaSO4,434.0,CaCO,395.0,0.5,1,22,0.89,8,500,Cold-Pressed,75,40,5,85,0.049
zzzzzzzz,1,Buckwheat,96,Hemp,483.0,Hemp,237.0,Grass,41.0,Grass,139.0,CaCO,498.0,CaCO,104.0,cellulose,298.0,0.55,0,18,0.84,22,4500,Non-Pressed,85,36,17,80,0.02
xxxxx,1,BierTreber,69,Sawdust,18.0,Biertreber,453.0,Biertreber,100.0,Rapstraw,329.0,CaSO4,309.0,cellulose,301.0,cellulose,290.0,0.39,0,25,0.61,14,4000,Hot-Pressed,75,72,53,75,0.05
yyyyyyy,0,BierTreber,100,Sawdust,100.0,Rapstraw,96.0,Sawdust,329.0,Grass,374.0,cellulose,380.0,cellulose,127.0,CaSO4,393.0,0.5,1,27,0.62,20,4500,Non-Pressed,85,66,5,80,0.087
xxxxx,0,Barley,55,Vegiplants,248.0,Straw,326.0,Straw,93.0,Straw,233.0,cellulose,543.0,CaCO,268.0,cellulose,89.0,0.48,0,20,0.93,13,3500,Cold-Pressed,80,24,29,70,0.082
yyyyyyy,0,Buckwheat,73,Vegiplants,489.0,Rapstraw,49.0,Rapstraw,88.0,Sawdust,274.0,cellulose,73.0,CaCO,332.0,CaCO,495.0,0.42,1,24,0.79,5,1500,Cold-Pressed,75,15,17,70,0.036
xxxxx,0,Buckwheat,53,Hemp,272.0,Rapstraw,158.0,Hemp,238.0,Hemp,232.0,cellulose,227.0,CaSO4,304.0,cellulose,369.0,0.3,1,22,0.87,9,500,Non-Pressed,75,69,5,75,0.074
zzzzzzzz,1,BierTreber,82,Rapstraw,67.0,Rapstraw,375.0,Vegiplants,134.0,Rapstraw,324.0,CaSO4,298.0,cellulose,230.0,cellulose,372.0,0.5,0,28,0.74,25,4000,Non-Pressed,85,14,65,70,0.035
zzzzzzzz,1,Barley,88,Sawdust,332.0,Rapstraw,203.0,Hemp,176.0,Rapstraw,189.0,CaCO,522.0,CaSO4,224.0,CaCO,154.0,0.46,1,23,0.93,14,4500,Non-Pressed,75,72,17,75,0.023
yyyyyyy,1,Barley,51,Sawdust,123.0,Rapstraw,555.0,Rapstraw,179.0,Straw,43.0,cellulose,629.0,CaSO4,105.0,cellulose,166.0,0.37,1,19,0.86,5,4500,Hot-Pressed,70,70,17,80,0.065
zzzzzzzz,1,BierTreber,70,Sawdust,195.0,Vegiplants,128.0,Rapstraw,207.0,Grass,371.0,CaCO,581.0,CaSO4,110.0,CaSO4,209.0,0.55,0,21,0.9,14,2000,Non-Pressed,85,33,41,80,0.05
yyyyyyy,1,Barley,50,Vegiplants,272.0,Sawdust,230.0,Vegiplants,127.0,Grass,272.0,CaSO4,327.0,CaCO,113.0,CaCO,460.0,0.32,1,21,0.91,6,2000,Hot-Pressed,85,65,5,70,0.041
zzzzzzzz,0,Buckwheat,79,Sawdust,270.0,Rapstraw,327.0,Sawdust,46.0,Vegiplants,258.0,cellulose,218.0,CaCO,510.0,CaSO4,172.0,0.6,1,25,0.65,23,1000,Non-Pressed,80,40,65,80,0.093
yyyyyyy,1,BierTreber,56,Biertreber,326.0,Biertreber,37.0,Biertreber,234.0,Straw,303.0,CaCO,403.0,CaCO,431.0,CaCO,66.0,0.32,1,28,0.85,19,2500,Non-Pressed,85,17,53,70,0.093
yyyyyyy,0,Bulgur,61,Grass,40.0,Vegiplants,88.0,Hemp,419.0,Straw,353.0,CaCO,514.0,cellulose,0.0,CaSO4,386.0,0.37,0,19,0.77,22,1500,Hot-Pressed,75,31,29,75,0.045
yyyyyyy,1,Bulgur,60,Vegiplants,212.0,Hemp,443.0,Rapstraw,0.0,Biertreber,245.0,CaCO,11.0,CaSO4,377.0,CaCO,512.0,0.39,1,23,0.72,13,2500,Cold-Pressed,85,62,5,85,0.044
zzzzzzzz,0,Oatmeal,96,Sawdust,252.0,Straw,157.0,Hemp,144.0,Hemp,347.0,CaSO4,306.0,CaCO,273.0,CaCO,321.0,0.48,0,19,0.86,15,2000,Hot-Pressed,85,66,65,70,0.088
zzzzzzzz,1,Barley,56,Sawdust,235.0,Sawdust,157.0,Sawdust,104.0,Hemp,404.0,cellulose,736.0,CaSO4,0.0,CaCO,164.0,0.4,0,24,0.71,18,3500,Cold-Pressed,70,52,29,75,0.001
zzzzzzzz,1,Buckwheat,87,Biertreber,314.0,Grass,133.0,Hemp,219.0,Hemp,235.0,cellulose,229.0,CaSO4,294.0,CaSO4,378.0,0.57,0,22,0.88,10,2500,Hot-Pressed,70,70,53,75,0.087
zzzzzzzz,1,Oatmeal,71,Rapstraw,130.0,Rapstraw,83.0,Grass,527.0,Vegiplants,160.0,CaCO,311.0,cellulose,573.0,cellulose,16.0,0.44,0,27,0.61,10,3000,Cold-Pressed,85,22,65,70,0.093
xxxxx,1,Buckwheat,51,Rapstraw,59.0,Biertreber,76.0,Grass,565.0,Biertreber,200.0,cellulose,392.0,CaCO,88.0,cellulose,421.0,0.48,1,23,0.6,11,2000,Hot-Pressed,85,50,17,70,0.066
zzzzzzzz,0,Buckwheat,82,Straw,291.0,Sawdust,232.0,Sawdust,162.0,Hemp,215.0,cellulose,150.0,CaSO4,406.0,CaCO,344.0,0.4,0,21,0.67,19,1000,Non-Pressed,70,43,17,70,0.073
xxxxx,1,BierTreber,53,Straw,32.0,Grass,179.0,Sawdust,185.0,Straw,504.0,cellulose,89.0,CaSO4,74.0,CaSO4,736.0,0.51,1,28,0.92,6,3000,Hot-Pressed,85,46,5,80,0.033
xxxxx,1,Barley,57,Rapstraw,145.0,Rapstraw,298.0,Grass,253.0,Vegiplants,204.0,CaCO,496.0,cellulose,130.0,CaSO4,275.0,0.53,0,19,0.81,22,3000,Non-Pressed,75,64,17,85,0.018
yyyyyyy,0,Bulgur,98,Sawdust,199.0,Straw,477.0,Straw,49.0,Sawdust,175.0,cellulose,489.0,cellulose,51.0,CaSO4,360.0,0.49,1,25,0.84,11,4500,Non-Pressed,70,32,53,70,0.061
zzzzzzzz,0,Buckwheat,92,Rapstraw,204.0,Biertreber,346.0,Grass,62.0,Biertreber,289.0,cellulose,179.0,CaCO,555.0,CaSO4,166.0,0.35,0,24,0.86,8,500,Cold-Pressed,85,48,17,85,0.086
yyyyyyy,1,Bulgur,74,Vegiplants,154.0,Grass,215.0,Sawdust,373.0,Vegiplants,158.0,cellulose,276.0,CaCO,458.0,cellulose,166.0,0.31,0,18,0.95,10,500,Non-Pressed,70,25,29,70,0.058
yyyyyyy,1,Buckwheat,89,Hemp,142.0,Straw,312.0,Hemp,111.0,Hemp,336.0,cellulose,195.0,CaCO,188.0,CaCO,518.0,0.33,1,23,0.74,19,3000,Cold-Pressed,70,11,5,75,0.065
yyyyyyy,0,BierTreber,55,Rapstraw,128.0,Straw,185.0,Rapstraw,295.0,Grass,292.0,CaSO4,247.0,cellulose,577.0,cellulose,76.0,0.38,0,19,0.71,5,3000,Non-Pressed,80,41,5,75,0.035
yyyyyyy,0,Buckwheat,94,Sawdust,382.0,Rapstraw,142.0,Biertreber,279.0,Hemp,97.0,CaCO,343.0,cellulose,446.0,CaSO4,111.0,0.39,1,28,0.75,12,500,Non-Pressed,80,42,17,75,0.014
zzzzzzzz,0,Oatmeal,84,Biertreber,199.0,Straw,184.0,Vegiplants,207.0,Straw,310.0,cellulose,408.0,CaCO,13.0,cellulose,479.0,0.51,1,20,0.84,13,2000,Cold-Pressed,75,47,53,70,0.064
zzzzzzzz,0,Buckwheat,54,Biertreber,273.0,Rapstraw,253.0,Straw,212.0,Rapstraw,162.0,CaSO4,362.0,cellulose,0.0,cellulose,538.0,0.53,0,28,0.84,5,3000,Non-Pressed,70,17,17,80,0.064
xxxxx,0,Buckwheat,50,Grass,60.0,Rapstraw,353.0,Grass,431.0,Sawdust,56.0,cellulose,471.0,cellulose,220.0,cellulose,209.0,0.58,0,26,0.94,23,500,Hot-Pressed,70,25,53,80,0.016
xxxxx,1,Oatmeal,81,Vegiplants,58.0,Rapstraw,306.0,Grass,230.0,Biertreber,306.0,CaSO4,291.0,cellulose,459.0,CaSO4,150.0,0.34,1,21,0.79,14,3500,Non-Pressed,80,23,53,70,0.049
zzzzzzzz,1,Buckwheat,59,Rapstraw,152.0,Straw,204.0,Rapstraw,326.0,Grass,218.0,CaCO,117.0,CaCO,633.0,CaSO4,150.0,0.52,1,21,0.79,25,2000,Cold-Pressed,75,54,29,80,0.093
xxxxx,0,BierTreber,50,Vegiplants,77.0,Rapstraw,102.0,Biertreber,581.0,Biertreber,140.0,CaCO,338.0,CaCO,50.0,CaSO4,511.0,0.31,0,20,0.79,24,1000,Hot-Pressed,85,11,41,85,0.028
zzzzzzzz,0,BierTreber,59,Straw,255.0,Vegiplants,186.0,Sawdust,212.0,Grass,247.0,cellulose,372.0,CaCO,128.0,cellulose,401.0,0.32,1,20,0.64,10,4000,Cold-Pressed,80,16,5,80,0.093
zzzzzzzz,1,Barley,68,Rapstraw,44.0,Sawdust,432.0,Straw,150.0,Straw,274.0,CaCO,163.0,cellulose,225.0,cellulose,512.0,0.42,1,25,0.83,20,4000,Cold-Pressed,80,18,29,80,0.081
yyyyyyy,0,Barley,52,Straw,122.0,Hemp,103.0,Straw,480.0,Vegiplants,195.0,CaCO,89.0,CaCO,352.0,CaCO,458.0,0.44,1,18,0.64,22,2000,Non-Pressed,75,50,41,80,0.041
yyyyyyy,1,BierTreber,99,Hemp,76.0,Hemp,89.0,Biertreber,355.0,Vegiplants,380.0,CaSO4,568.0,CaCO,225.0,CaSO4,107.0,0.5,0,28,0.63,18,4500,Cold-Pressed,75,35,53,85,0.036
zzzzzzzz,0,BierTreber,72,Vegiplants,46.0,Sawdust,262.0,Hemp,478.0,Biertreber,113.0,cellulose,305.0,CaSO4,89.0,cellulose,505.0,0.32,0,23,0.6,18,2000,Non-Pressed,85,71,53,85,0.005
yyyyyyy,0,Bulgur,71,Straw,138.0,Sawdust,223.0,Rapstraw,361.0,Sawdust,178.0,cellulose,467.0,CaCO,100.0,cellulose,333.0,0.34,1,19,0.71,24,1000,Cold-Pressed,85,68,5,75,0.085
xxxxx,0,Bulgur,97,Straw,234.0,Grass,206.0,Straw,272.0,Biertreber,187.0,CaSO4,300.0,cellulose,142.0,CaSO4,458.0,0.37,1,25,0.6,9,3000,Cold-Pressed,80,75,29,80,0.009
yyyyyyy,1,Barley,64,Straw,372.0,Hemp,372.0,Straw,132.0,Vegiplants,24.0,cellulose,130.0,cellulose,32.0,CaSO4,738.0,0.52,1,26,0.88,11,3500,Non-Pressed,70,68,41,85,0.039
xxxxx,1,Barley,64,Vegiplants,32.0,Biertreber,134.0,Straw,211.0,Straw,523.0,CaSO4,499.0,cellulose,28.0,CaSO4,373.0,0.31,0,26,0.65,16,3000,Hot-Pressed,75,19,29,80,0.04
zzzzzzzz,0,Buckwheat,61,Hemp,359.0,Grass,127.0,Rapstraw,370.0,Vegiplants,44.0,CaSO4,565.0,cellulose,256.0,CaSO4,79.0,0.47,0,24,0.78,22,4000,Non-Pressed,70,39,53,75,0.067
xxxxx,1,Oatmeal,82,Sawdust,160.0,Biertreber,290.0,Vegiplants,118.0,Sawdust,332.0,cellulose,363.0,CaSO4,434.0,cellulose,104.0,0.48,0,28,0.84,25,2000,Non-Pressed,75,38,5,70,0.042
yyyyyyy,1,Buckwheat,61,Straw,352.0,Biertreber,153.0,Straw,352.0,Biertreber,42.0,cellulose,183.0,CaCO,402.0,CaSO4,315.0,0.48,1,28,0.88,14,3000,Non-Pressed,70,24,41,85,0.075
zzzzzzzz,1,Bulgur,79,Straw,203.0,Grass,87.0,Straw,362.0,Sawdust,249.0,CaSO4,357.0,CaCO,71.0,CaSO4,472.0,0.55,0,26,0.67,12,4500,Hot-Pressed,85,16,53,85,0.027
yyyyyyy,1,Buckwheat,95,Straw,137.0,Hemp,268.0,Vegiplants,224.0,Rapstraw,271.0,CaCO,188.0,CaCO,274.0,cellulose,438.0,0.5,1,26,0.87,18,2500,Hot-Pressed,85,21,65,80,0.008
yyyyyyy,1,Bulgur,75,Hemp,28.0,Hemp,427.0,Straw,445.0,Sawdust,0.0,cellulose,80.0,cellulose,428.0,cellulose,393.0,0.46,0,27,0.93,13,2500,Cold-Pressed,70,34,65,85,0.004
zzzzzzzz,0,Buckwheat,96,Straw,192.0,Biertreber,314.0,Rapstraw,314.0,Hemp,80.0,CaCO,190.0,cellulose,355.0,CaCO,355.0,0.47,1,26,0.71,16,1500,Hot-Pressed,75,21,65,80,0.01
yyyyyyy,0,Buckwheat,93,Hemp,260.0,Biertreber,304.0,Rapstraw,108.0,Sawdust,228.0,cellulose,178.0,CaCO,384.0,cellulose,339.0,0.32,0,23,0.63,16,1500,Cold-Pressed,75,28,17,80,0.095
zzzzzzzz,1,Oatmeal,94,Straw,6.0,Biertreber,124.0,Hemp,248.0,Sawdust,521.0,cellulose,177.0,CaCO,427.0,cellulose,296.0,0.32,0,22,0.87,25,3000,Cold-Pressed,70,20,65,75,0.095
zzzzzzzz,0,Oatmeal,92,Biertreber,108.0,Straw,211.0,Rapstraw,219.0,Vegiplants,362.0,cellulose,530.0,cellulose,218.0,CaCO,152.0,0.52,0,24,0.84,17,3000,Cold-Pressed,85,26,65,80,0.08
yyyyyyy,1,Buckwheat,69,Biertreber,53.0,Grass,160.0,Rapstraw,294.0,Straw,392.0,CaSO4,333.0,CaCO,369.0,CaCO,198.0,0.47,1,25,0.8,8,1000,Cold-Pressed,70,18,53,80,0.036
xxxxx,0,Barley,83,Sawdust,95.0,Biertreber,210.0,Grass,292.0,Rapstraw,304.0,cellulose,323.0,cellulose,282.0,CaSO4,295.0,0.45,1,28,0.7,23,2500,Cold-Pressed,75,67,65,75,0.092
zzzzzzzz,0,Buckwheat,51,Sawdust,230.0,Hemp,281.0,Biertreber,181.0,Sawdust,208.0,cellulose,352.0,CaCO,148.0,cellulose,400.0,0.57,1,25,0.92,15,3500,Non-Pressed,85,53,17,75,0.031
xxxxx,1,Oatmeal,97,Sawdust,178.0,Vegiplants,238.0,Biertreber,294.0,Biertreber,191.0,cellulose,231.0,CaSO4,634.0,CaCO,34.0,0.47,1,21,0.88,10,1000,Non-Pressed,80,32,65,75,0.078
xxxxx,1,Oatmeal,53,Grass,403.0,Sawdust,298.0,Sawdust,166.0,Hemp,33.0,CaSO4,504.0,CaCO,193.0,CaSO4,204.0,0.42,0,21,0.81,10,2500,Non-Pressed,75,77,41,75,0.024
yyyyyyy,1,Barley,52,Sawdust,158.0,Grass,362.0,Biertreber,300.0,Sawdust,79.0,CaCO,246.0,CaSO4,452.0,CaSO4,202.0,0.36,1,19,0.88,10,4500,Cold-Pressed,75,20,29,75,0.055
xxxxx,0,Oatmeal,53,Grass,602.0,Straw,52.0,Vegiplants,162.0,Rapstraw,84.0,CaSO4,109.0,CaSO4,470.0,cellulose,321.0,0.44,0,28,0.94,8,2500,Hot-Pressed,85,56,29,85,0.095
yyyyyyy,1,Buckwheat,69,Biertreber,260.0,Vegiplants,195.0,Biertreber,385.0,Straw,60.0,CaSO4,382.0,CaSO4,285.0,CaCO,232.0,0.32,0,26,0.72,5,4000,Hot-Pressed,80,19,41,75,0.087
xxxxx,1,Oatmeal,73,Rapstraw,466.0,Hemp,282.0,Biertreber,92.0,Vegiplants,60.0,cellulose,355.0,CaSO4,334.0,CaSO4,211.0,0.44,1,18,0.68,7,3000,Non-Pressed,80,37,41,70,0.094
zzzzzzzz,0,Barley,67,Straw,153.0,Sawdust,70.0,Straw,504.0,Biertreber,172.0,CaSO4,353.0,cellulose,206.0,CaCO,341.0,0.43,1,19,0.65,23,1500,Cold-Pressed,80,58,17,85,0.011
yyyyyyy,0,Oatmeal,67,Biertreber,305.0,Sawdust,98.0,Grass,238.0,Straw,259.0,cellulose,56.0,cellulose,666.0,CaCO,178.0,0.54,1,25,0.64,23,2500,Cold-Pressed,70,49,41,80,0.025
xxxxx,0,BierTreber,84,Grass,261.0,Sawdust,325.0,Grass,266.0,Grass,48.0,CaCO,88.0,CaSO4,472.0,cellulose,341.0,0.49,0,19,0.74,25,2000,Cold-Pressed,75,34,41,85,0.043
yyyyyyy,1,Bulgur,68,Vegiplants,135.0,Hemp,255.0,Hemp,454.0,Hemp,56.0,CaCO,357.0,CaCO,213.0,CaCO,330.0,0.57,1,26,0.61,10,2500,Cold-Pressed,80,51,53,80,0.014
zzzzzzzz,1,Buckwheat,93,Vegiplants,283.0,Straw,248.0,Straw,209.0,Vegiplants,161.0,CaSO4,334.0,cellulose,402.0,cellulose,164.0,0.59,0,20,0.7,8,3000,Cold-Pressed,70,63,41,80,0.033
zzzzzzzz,0,Buckwheat,74,Sawdust,61.0,Grass,177.0,Sawdust,14.0,Grass,648.0,CaSO4,416.0,CaSO4,105.0,CaCO,379.0,0.41,0,19,0.94,12,1000,Non-Pressed,70,70,53,85,0.024
yyyyyyy,0,Barley,72,Sawdust,97.0,Hemp,324.0,Grass,182.0,Rapstraw,296.0,CaCO,136.0,cellulose,369.0,CaCO,395.0,0.54,0,20,0.65,15,3000,Hot-Pressed,80,50,5,75,0.025
yyyyyyy,1,BierTreber,58,Biertreber,339.0,Sawdust,72.0,Sawdust,244.0,Grass,244.0,CaCO,466.0,CaCO,163.0,cellulose,271.0,0.58,1,22,0.65,14,1000,Non-Pressed,80,41,29,80,0.075
zzzzzzzz,0,Oatmeal,74,Straw,438.0,Hemp,235.0,Rapstraw,16.0,Rapstraw,211.0,cellulose,345.0,CaCO,196.0,CaCO,359.0,0.51,0,18,0.63,10,1000,Cold-Pressed,75,80,41,70,0.075
xxxxx,0,Oatmeal,60,Sawdust,412.0,Vegiplants,110.0,Rapstraw,330.0,Vegiplants,48.0,CaCO,150.0,cellulose,522.0,CaSO4,228.0,0.41,0,22,0.74,13,3000,Cold-Pressed,80,46,53,75,0.054
xxxxx,0,Bulgur,74,Sawdust,266.0,Sawdust,355.0,Rapstraw,118.0,Hemp,160.0,CaSO4,254.0,CaCO,334.0,CaCO,313.0,0.5,0,21,0.89,21,3000,Cold-Pressed,80,29,53,75,0.06
xxxxx,0,Barley,58,Vegiplants,233.0,Hemp,188.0,Grass,163.0,Biertreber,316.0,CaCO,73.0,CaCO,314.0,CaCO,513.0,0.49,0,28,0.77,24,2000,Non-Pressed,80,19,17,80,0.031
yyyyyyy,0,BierTreber,64,Hemp,455.0,Grass,58.0,Biertreber,310.0,Grass,77.0,cellulose,352.0,cellulose,149.0,CaSO4,399.0,0.55,1,20,0.65,9,2500,Cold-Pressed,85,18,41,80,0.05
zzzzzzzz,0,Bulgur,83,Hemp,204.0,Sawdust,113.0,Sawdust,77.0,Grass,506.0,cellulose,36.0,cellulose,409.0,CaCO,455.0,0.35,0,19,0.79,13,1500,Non-Pressed,70,53,41,75,0.072
yyyyyyy,0,Buckwheat,86,Biertreber,582.0,Hemp,97.0,Vegiplants,106.0,Rapstraw,115.0,CaSO4,355.0,cellulose,303.0,CaCO,242.0,0.43,1,25,0.6,16,2500,Cold-Pressed,75,63,53,80,0.053
zzzzzzzz,0,Oatmeal,81,Sawdust,138.0,Straw,143.0,Straw,415.0,Sawdust,203.0,cellulose,436.0,CaSO4,76.0,CaSO4,387.0,0.32,0,28,0.92,20,500,Cold-Pressed,85,60,65,75,0.027
yyyyyyy,0,Oatmeal,89,Straw,332.0,Hemp,41.0,Hemp,114.0,Biertreber,414.0,CaSO4,411.0,CaCO,332.0,CaSO4,157.0,0.31,0,19,0.62,11,2500,Cold-Pressed,75,22,29,70,0.089
zzzzzzzz,0,Bulgur,60,Rapstraw,256.0,Sawdust,279.0,Grass,203.0,Sawdust,162.0,CaCO,309.0,CaSO4,348.0,CaSO4,243.0,0.56,0,22,0.88,14,500,Cold-Pressed,70,15,41,70,0.006
xxxxx,1,BierTreber,51,Sawdust,278.0,Vegiplants,270.0,Grass,165.0,Rapstraw,188.0,CaCO,383.0,cellulose,278.0,CaSO4,239.0,0.45,1,26,0.74,21,3000,Cold-Pressed,70,19,53,85,0.1
zzzzzzzz,1,Barley,69,Rapstraw,16.0,Sawdust,11.0,Hemp,402.0,Grass,471.0,CaCO,267.0,CaCO,442.0,CaCO,192.0,0.57,0,23,0.69,11,3000,Cold-Pressed,85,28,29,75,0.051
xxxxx,1,Barley,94,Rapstraw,42.0,Biertreber,157.0,Straw,408.0,Straw,293.0,cellulose,294.0,CaSO4,308.0,CaSO4,298.0,0.31,1,21,0.61,8,2000,Hot-Pressed,85,11,41,75,0.048
yyyyyyy,1,Buckwheat,64,Vegiplants,258.0,Rapstraw,30.0,Hemp,238.0,Hemp,374.0,CaCO,374.0,cellulose,210.0,CaSO4,317.0,0.57,0,20,0.94,23,3500,Hot-Pressed,85,17,53,85,0.1
xxxxx,0,BierTreber,54,Vegiplants,236.0,Grass,308.0,Biertreber,278.0,Rapstraw,79.0,cellulose,87.0,CaSO4,726.0,CaCO,87.0,0.57,1,24,0.69,14,3000,Hot-Pressed,70,35,29,80,0.061
yyyyyyy,1,BierTreber,72,Hemp,218.0,Straw,391.0,Hemp,69.0,Sawdust,222.0,cellulose,234.0,cellulose,344.0,cellulose,322.0,0.53,0,20,0.68,20,3500,Hot-Pressed,85,35,41,85,0.067
xxxxx,1,Buckwheat,82,Rapstraw,147.0,Straw,255.0,Grass,246.0,Vegiplants,252.0,CaCO,367.0,CaSO4,229.0,CaCO,304.0,0.51,0,27,0.91,20,4000,Non-Pressed,70,14,5,70,0.014
zzzzzzzz,1,Oatmeal,65,Grass,123.0,Straw,234.0,Hemp,242.0,Grass,301.0,CaCO,435.0,CaCO,275.0,CaSO4,191.0,0.45,0,18,0.94,22,1500,Non-Pressed,80,59,41,85,0.022
zzzzzzzz,1,Oatmeal,65,Vegiplants,355.0,Biertreber,81.0,Sawdust,152.0,Vegiplants,313.0,CaSO4,450.0,CaCO,445.0,CaSO4,5.0,0.59,1,21,0.68,5,3000,Hot-Pressed,75,20,53,85,0.064
yyyyyyy,1,Buckwheat,78,Biertreber,133.0,Straw,405.0,Hemp,223.0,Straw,140.0,CaSO4,474.0,CaCO,293.0,CaSO4,132.0,0.44,1,25,0.63,14,4000,Hot-Pressed,70,14,65,80,0.036
xxxxx,0,Barley,82,Sawdust,207.0,Sawdust,252.0,Hemp,221.0,Grass,221.0,cellulose,389.0,CaSO4,108.0,CaSO4,403.0,0.41,0,22,0.86,14,3000,Cold-Pressed,75,64,65,75,0.052
zzzzzzzz,0,Oatmeal,59,Straw,16.0,Sawdust,128.0,Rapstraw,405.0,Straw,351.0,CaSO4,306.0,cellulose,415.0,CaCO,179.0,0.43,0,25,0.62,6,3000,Cold-Pressed,85,33,41,85,0.06
xxxxx,0,Oatmeal,83,Vegiplants,358.0,Hemp,214.0,Grass,251.0,Sawdust,77.0,cellulose,461.0,CaSO4,433.0,CaSO4,6.0,0.36,1,25,0.81,23,4000,Hot-Pressed,80,41,65,75,0.03
zzzzzzzz,1,Bulgur,92,Sawdust,426.0,Rapstraw,16.0,Straw,374.0,Grass,84.0,CaCO,51.0,CaCO,453.0,CaSO4,397.0,0.31,0,26,0.76,24,1000,Hot-Pressed,80,21,17,80,0.074
xxxxx,0,Barley,86,Straw,367.0,Rapstraw,22.0,Grass,139.0,Rapstraw,372.0,CaCO,450.0,CaCO,450.0,CaSO4,0.0,0.37,0,22,0.76,15,1500,Non-Pressed,70,72,53,75,0.085
xxxxx,1,BierTreber,79,Rapstraw,353.0,Sawdust,330.0,Vegiplants,58.0,Rapstraw,159.0,CaSO4,444.0,cellulose,108.0,CaSO4,347.0,0.54,1,23,0.67,12,500,Cold-Pressed,80,79,29,75,0.03
yyyyyyy,0,Barley,50,Sawdust,312.0,Rapstraw,340.0,Sawdust,77.0,Hemp,172.0,cellulose,66.0,cellulose,155.0,CaSO4,679.0,0.47,0,24,0.94,5,4500,Hot-Pressed,85,64,53,75,0.098
